affiliated_committee_name,candidate_ids,committee_id,committee_type,committee_type_full,cycles,designation,designation_full,filing_frequency,first_f1_date,first_file_date,last_f1_date,last_file_date,name,organization_type,organization_type_full,party,party_full,sponsor_candidate_ids,sponsor_candidate_list,state,treasurer_name
NRSC/NRCC,[],C00364919,Y,Party - Qualified,[2002],J,Joint fundraising committee,T,2001-02-28,2001-02-28,2001-12-06,2002-06-26,2001 PRESIDENT'S DINNER COMMITTEE,,,,,,[],MD,CHRISTOPHER J WARD
,[],C60001864,Z,National Party Nonfederal Account,[2002],U,Unauthorized,T,,2001-08-05,,2001-08-05,2001 PRESIDENT'S DINNER - NON-FEDERAL BUILDING FUND,,,,,,[],,
,[],C60001872,Z,National Party Nonfederal Account,[2002],U,Unauthorized,T,,2001-08-05,,2001-08-05,2001 PRESIDENT'S DINNER - NON-FEDERAL INDIVIDUAL,,,,,,[],,
,[],C60001856,Z,National Party Nonfederal Account,[2002],U,Unauthorized,T,,2001-08-05,,2001-08-05,2001 PRESIDENT'S DINNER - NON-FEDERAL PAC,,,,,,[],,
,[],C60001849,Z,National Party Nonfederal Account,[2002],U,Unauthorized,T,,2001-08-05,,2001-08-05,2001 PRESIDENT'S DINNER - NON-FEDERAL TRUST,,,,,,[],,
,[],C60002086,Z,National Party Nonfederal Account,[2002],U,Unauthorized,T,,2010-02-15,,2012-02-05,2002 GREAT NORTHWEST CLASSIC CMTE/NON-,,,,,,[],,
NRSC/ALLIANCE FOR THE WEST,[],C00379511,N,PAC - Nonqualified,[2002],J,Joint fundraising committee,T,2002-07-03,2002-07-03,2002-07-03,2003-01-17,2002 GREAT NORTHWEST CLASSIC COMMITTEE,,,,,,[],DC,DOUG ROBINSON
REPUBLICAN PARTY OF KENTUCKY,['H6KY03090'],C00379164,Y,Party - Qualified,"[2002, 2004]",J,Joint fundraising committee,T,2002-06-21,2002-06-21,2002-06-21,2003-04-25,2002 KENTUCKY REPUBLICAN VICTORY COMMITTEE,,,REP,REPUBLICAN PARTY,,[],KY,MS CATHERINE BELL
NAT REP CONG CMTE/ NAT REP SEN CMTE,[],C00374405,Y,Party - Qualified,"[2002, 2004]",J,Joint fundraising committee,T,2002-02-15,2002-02-15,2002-12-05,2004-07-21,2002 PRESIDENT'S DINNER COMMITTEE; THE,,,REP,REPUBLICAN PARTY,,[],MD,"Ward, Christopher J."
,[],C60001989,Z,National Party Nonfederal Account,[2002],U,Unauthorized,T,,2002-03-20,,2003-10-14,2002 PRESIDENT'S DINNER - NON-FEDERAL BUILDING FUND,,,,,,[],,
,[],C60002003,Z,National Party Nonfederal Account,[2002],U,Unauthorized,T,,2002-03-20,,2003-10-14,2002 PRESIDENT'S DINNER - NON-FEDERAL INDIVIDUAL,,,,,,[],,
,[],C60001997,Z,National Party Nonfederal Account,[2002],U,Unauthorized,T,,2002-03-20,,2003-10-14,2002 PRESIDENT'S DINNER - NON-FEDERAL PAC,,,,,,[],,
,[],C60001971,Z,National Party Nonfederal Account,[2002],U,Unauthorized,T,,2002-03-20,,2003-10-14,2002 PRESIDENT'S DINNER - NON-FEDERAL TRUST,,,,,,[],,
,[],C00382069,N,PAC - Nonqualified,"[2002, 2004]",U,Unauthorized,T,2002-09-19,2002-09-19,2002-09-19,2003-01-31,2002 UNITED DEMOCRATIC HEADQUARTERS FOR THE 43RD ASSEMBLY DISTRICT,,,,,,[],CA,KINDE DURKEE
NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,[],C00385484,Q,PAC - Qualified,[2004],J,Joint fundraising committee,T,2003-03-03,2003-03-03,2004-06-11,2004-06-16,2003 PRESIDENT'S DINNER COMMITTEE,,,,,,[],MD,Christopher J. Ward
NONE,[],C00381244,X,Party - Nonqualified,"[2002, 2004, 2006]",U,Unauthorized,T,2002-08-12,2002-08-12,2005-03-31,2006-10-18,2004 DEMOCRATIC NATIONAL CONVENTION COMMITTEE INC.,H,,DEM,DEMOCRATIC PARTY,,[],DC,"Tobias, Andrew"
"LA03&07,WA05&08,PA15,KY04,CO03,FL UN04","['H0CT02124', 'H0NV01078', 'H2AZ01172', 'H2CO07063', 'H2GA12097', 'H2TX03126', 'H4TX19102', 'H6KY03090', 'H8NM01174', 'P00003335', 'S2SD00068', 'S4LA00057', 'S4NC00089', 'S4WA00458']",C00400861,N,PAC - Nonqualified,"[2004, 2006]",J,Joint fundraising committee,T,2004-05-10,2004-05-10,2004-06-24,2005-04-27,2004 JOINT CANDIDATE COMMITTEE,,,REP,REPUBLICAN PARTY,,[],VA,"Davis, Keith"
WA-08 LA-03 LA-07 WA-05,"['H0NV01078', 'H2AZ01172', 'H2KY04071', 'H2PA06114', 'H2SD01025', 'H2UT02167', 'H4CA20124', 'H4CO03126', 'H4KS03105', 'H4NE01064', 'H4PA08074', 'H4TX02108', 'H4TX04039', 'H4TX17064', 'H6NY29150', 'P00003335', 'S2SD00068', 'S4FL00298', 'S4LA00057', 'S4NC00089', 'S4OK00174', 'S4WA00458']",C00405977,N,PAC - Nonqualified,"[2004, 2006]",J,Joint fundraising committee,T,2004-09-16,2004-09-16,2004-09-16,2005-04-27,2004 JOINT CANDIDATE COMMITTEE II,,,,,,[],VA,KEITH DAVIS
ARKANSAS LEADERSHIP COMMITTEE 2004 FCRC,[],C00399832,X,Party - Nonqualified,"[2004, 2006]",J,Joint fundraising committee,T,2004-04-23,2004-04-23,2004-06-10,2006-01-27,2004 JOINT STATE VICTORY COMMITTEE,,,REP,REPUBLICAN PARTY,,[],VA,"Davis, Keith"
DEM SEN CAMP CMTE,['S4LA00040'],C00400978,X,Party - Nonqualified,[2004],J,Joint fundraising committee,T,2004-05-12,2004-05-12,2004-05-12,2004-10-27,2004 MAJORITY FUND,,,,,,[],DC,SUSAN MARKHAM
NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,[],C00398362,X,Party - Nonqualified,"[2004, 2006]",J,Joint fundraising committee,T,2004-03-29,2004-03-29,2004-06-18,2005-05-13,2004 PRESIDENT'S DINNER COMMITTEE THE,,,,,,[],DC,"Ward, Christopher J."
,['H4PA11045'],C00408153,H,House,[2004],P,Principal campaign committee,T,2004-12-01,2004-12-01,2004-12-01,2004-12-14,2004 SWP CAMPAIGN COMMITTEE,,,SWP,SOCIALIST WORKERS PARTY,,[],PA,JANET POST
VICTORY CMTE-CO FL GA IA IL OH VT-AL,"['H0FL12010', 'H0NV01078', 'H2AZ01172', 'H2CO04045', 'H2IN09084', 'H2PA06114', 'H2PA18143', 'H4PA08074', 'H4WA08071', 'S2MO00353', 'S4PA00063', 'S6MD03201', 'S6MN00275', 'S8MT00119']",C00414698,H,House,"[2006, 2008]",J,Joint fundraising committee,T,2005-09-09,2005-09-09,2005-09-09,2007-04-25,2005 JOINT CANDIDATE COMMITTEE,,,,,,[],VA,KEITH DAVIS
NAT'L REP SEN CMTE,"['S2MO00353', 'S2OH00113', 'S4AZ00030', 'S4ME00055', 'S4PA00063', 'S4WY00055', 'S6UT00063', 'S8MS00162', 'S8MT00119', 'S8NV00073', 'S8RI00102', 'S8VA00214']",C00412783,Y,Party - Qualified,[2006],J,Joint fundraising committee,T,2005-07-01,2005-07-01,2006-04-24,2006-08-11,2005 LEADER'S ALLIANCE COMMITTEE,,,,,,[],DC,DOUGLAS W ROBINSON
NRSC NRCC,[],C00410506,N,PAC - Nonqualified,[2006],J,Joint fundraising committee,T,2005-03-31,2005-03-31,2005-03-31,2006-07-07,2005 PRESIDENTS DINNER COMMITTEE,M,Membership Organization,,,,[],DC,CHRISTOPHER J WARD
,"['S2MO00353', 'S2OH00113', 'S4AZ00030', 'S4ME00055', 'S4WY00055', 'S6UT00063', 'S8MS00162', 'S8MT00119', 'S8NV00073', 'S8RI00102', 'S8VA00214']",C00411108,S,Senate,[2006],J,Joint fundraising committee,T,2005-04-25,2005-04-25,2005-05-16,2005-11-01,2005 SENATORS CLASSIC COMMITTEE,,,,,,[],DC,DOUGLAS W ROBINSON
ALLEGHENY COUNTY DEMOCRATIC PARTY/PA ST DEM PTY,[],C00423962,X,Party - Nonqualified,[2006],U,Unauthorized,T,2006-05-02,2006-05-02,2006-05-02,2006-10-20,2006 ALLEGHENY COUNTY DEMOCRATIC PRIMARY CAMPAIGN COMMITTEE,,,,,,[],PA,ANTHONY J POKORA
NONE,['H4CA26097'],C00393660,H,House,"[2004, 2006, 2008, 2010, 2012, 2014]",P,Principal campaign committee,A,2003-12-12,2003-12-12,2008-12-03,2014-11-21,2006 COMMITTEE TO ELECT CYNTHIA RODRIGUEZ MATTHEWS TO 26TH CONGRESSIONAL DISTRICT,,,DEM,DEMOCRATIC PARTY,,[],CA,CYNTHIA MATTHEWS
NRSC,"['S6MI00335', 'S6MN00275', 'S6NJ00271', 'S6TN00216']",C00429837,N,PAC - Nonqualified,"[2006, 2008]",J,Joint fundraising committee,T,2006-10-19,2006-10-19,2006-10-19,2007-04-19,2006 FINISH LINE CANDIDATE FUND,,,,,,[],DC,DOUGLAS W ROBINSON
TEN REP SEN NOM/IA-01/MN-06/NY-24 CV'S,"['H0CT02124', 'H0FL12010', 'H2CO07055', 'H2IN09084', 'H2KY04071', 'H2PA06114', 'H6IL06117', 'H6OH06111', 'H6SC05111', 'H6VT00178', 'H6WI08114', 'H6WV01053', 'H8NM01174', 'H8OH01043', 'S2MO00353', 'S2OH00113']",C00423590,N,PAC - Nonqualified,"[2006, 2008]",J,Joint fundraising committee,T,2006-04-26,2006-04-26,2006-04-26,2007-10-25,2006 JOINT CANDIDATE COMMITTEE,,,,,,[],VA,KEITH DAVIS
NRSC,"['S6MD03201', 'S6MI00335', 'S6MN00275', 'S6NJ00271', 'S6TN00216', 'S6WA00248']",C00428474,N,PAC - Nonqualified,"[2006, 2008]",J,Joint fundraising committee,T,2006-09-11,2006-09-11,2006-09-11,2007-04-25,2006 OPEN SEAT AND CHALLENGER FUND,,,,,,[],DC,DOUGLAS W ROBINSON
NRSC/NRCC/2005 PRES DINNER CMTE,[],C00421644,N,PAC - Nonqualified,"[2006, 2008]",J,Joint fundraising committee,T,2006-03-27,2006-03-27,2006-03-27,2007-08-15,2006 PRESIDENT'S DINNER COMMITTEE; THE,,,,,,[],DC,CHRISTOPHER J WARD
,"['S2MO00353', 'S2OH00113', 'S4AZ00030', 'S4ME00055', 'S4PA00063', 'S4TX00086', 'S4WY00055', 'S6MD03201', 'S6MN00275', 'S6NJ00271', 'S6UT00063', 'S6WA00248', 'S8MS00162', 'S8MT00119', 'S8NV00073', 'S8RI00102', 'S8VA00214']",C00423665,S,Senate,[2006],J,Joint fundraising committee,T,2006-04-27,2006-04-27,2006-04-27,2006-10-31,2006 SENATORS CLASSIC COMMITTEE,,,,,,[],DC,DOUGLAS W ROBINSON
NAT'L REPUBLICAN SENATORIAL CMTE,"['S0ID00057', 'S0NH00201', 'S0SC00149', 'S2AK00010', 'S2GA00118', 'S2KY00012', 'S2MN00126', 'S2NC00083', 'S2TN00058', 'S2TX00106', 'S4OK00083', 'S6AL00195', 'S6KS00080', 'S6ME00159', 'S6OR00094', 'S6WY00126', 'S8MS00055', 'S8NM00010', 'S8VA00107']",C00434274,Q,PAC - Qualified,[2008],J,Joint fundraising committee,T,2007-04-25,2007-04-25,2008-01-30,2008-04-29,2007 SENATORS' CLASSIC COMMITTEE,,,,,,[],DC,ROBERT JENTGENS
"DNC/IA,MI,PA,FL,WI,NH,NM,OH DEM ST CENT CMTE",[],C00442327,N,PAC - Nonqualified,[2008],J,Joint fundraising committee,T,2007-12-17,2007-12-17,2008-01-09,2008-12-10,2008 BATTLEGROUND FUND,,,DEM,DEMOCRATIC PARTY,,[],DC,"Tobias, Andrew"
DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,[],C00435560,X,Party - Nonqualified,"[2008, 2010]",U,Unauthorized,T,2007-06-01,2007-06-01,2007-10-02,2010-10-20,"2008 DEMOCRATIC NATIONAL CONVENTION COMMITTEE, INC.",H,,DEM,DEMOCRATIC PARTY,,[],DC,"TOBIAS, ANDREW  "
,[],C00432310,U,Single Candidate Independent Expenditure,[2008],U,Unauthorized,T,2007-02-20,2007-02-20,2007-04-24,2008-12-31,2008 DRAFT SEN BARRICK OBAMA FOR PRESIDENT WFP WORKING FAMILIES PARTY OF AMERICA NATL COMM,,,,,,[],CA,J J WHEELING
,['P40002347'],C00428011,U,Single Candidate Independent Expenditure,[2006],U,Unauthorized,T,2006-09-05,2006-09-05,2006-09-05,2006-12-19,2008 DRAFT SEN JOHN EDWARDS FOR LABOR PRESIDENT,,,,,,[],CA,JOHN J WHEELING
RNC,"['H0NV01078', 'H2PA06114', 'H4PA21051', 'H4WA08071', 'H6FL13148', 'H8CT04057', 'H8NC08042', 'H8NJ06118', 'H8OH01043']",C00439752,Q,PAC - Qualified,[2008],J,Joint fundraising committee,T,2007-10-16,2007-10-16,2008-01-07,2008-03-14,2008 HOUSE-RNC VICTORY COMMITTEE; THE,,,,,,[],DC,TIM MORGAN
NEW MEXICO MAJORITY CMTE,"['H0IL10120', 'H0MO06073', 'H0NV01078', 'H2CO04045', 'H2MI11042', 'H2PA06114', 'H4MI07103', 'H4PA21051', 'H4WA08071', 'H8CT04057', 'H8NC08042', 'H8NM01273', 'H8OH01043', 'S0NH00201', 'S0NM00041', 'S2MN00126', 'S4CO00171', 'S4LA00065', 'S6ME00159', 'S6OR00094']",C00450460,N,PAC - Nonqualified,"[2008, 2010]",J,Joint fundraising committee,T,2008-05-20,2008-05-20,2008-06-05,2009-02-06,2008 JOINT CANDIDATE COMMITTE,,,,,,[],VA,"LISKER, LISA"
NRSC/NRCC,[],C00449116,N,PAC - Nonqualified,"[2008, 2010]",J,Joint fundraising committee,T,2008-04-23,2008-04-23,2008-04-23,2009-02-06,2008 PRESIDENT'S DINNER COMMITTEE; THE,,,,,,[],VA,CABELL HOBBS
NONE,"['H0NV01078', 'H2AL03032', 'H4WA08071', 'H6NJ12136', 'H8IL18043', 'H8MN03077', 'H8NC08042', 'H8NM01273', 'H8NY26095', 'H8OH01043']",C00452946,H,House,"[2008, 2010]",J,Joint fundraising committee,T,2008-07-18,2008-07-18,2008-07-18,2010-04-21,2008 ROMP III,,,,,,[],VA,LISA LISKER
REPUBLICAN NATIONAL COMMITTEE,"['S0NH00201', 'S2MN00126', 'S4CO00171', 'S6ME00159', 'S6OR00094']",C00439794,Q,PAC - Qualified,[2008],J,Joint fundraising committee,T,2007-10-16,2007-10-16,2007-11-19,2008-03-28,2008 SENATE-RNC VICTORY COMMITTEE; THE,,,,,,[],DC,TIM MORGAN
,"['S0NH00201', 'S0NM00041', 'S0SC00149', 'S2AK00010', 'S2GA00118', 'S2KY00012', 'S2NC00083', 'S2TN00058', 'S2TX00106', 'S4CO00171', 'S4OK00083', 'S6AL00195', 'S6KS00080', 'S6OR00094', 'S6WY00068', 'S6WY00126', 'S8ID00092', 'S8MS00055', 'S8MS00196', 'S8NE00117']",C00449850,S,Senate,[2008],J,Joint fundraising committee,T,2008-05-06,2008-05-06,2008-05-06,2008-11-04,2008 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,KEITH A DAVIS
,"['S0NH00219', 'S8NC00239']",C00451716,S,Senate,"[2008, 2010]",J,Joint fundraising committee,T,2008-06-16,2008-06-16,2008-06-16,2009-02-05,2008 WOMEN SENATE FUND,,,,,,[],DC,JUDITH ZAMORE
WORKING FAMILIES PARTY OF AMERICA NAT'L PARTY COMMITTEES WFP OF CALIFORNIA STATE CMTE HQ,[],C00427658,X,Party - Nonqualified,"[2006, 2008]",U,Unauthorized,T,2006-08-22,2006-08-22,2007-04-24,2009-12-22,2008 WORKING FAMILIES PARTY OF AMERICA NATIONAL COMMITTEE 2008 WFP PRESIDENTIAL CONV CMTE,,,OTH,OTHER,,[],CA,J J WHEELING
WORKING FAMILIES PARTY OF AMERICA NATIONAL PARTY COMMITTEES,[],C00422816,X,Party - Nonqualified,"[2006, 2008, 2010]",U,Unauthorized,T,2006-04-12,2006-04-12,2007-04-24,2008-12-08,2008 WORKING FAMILIES PARTY OF CA STATE CMTE,,,UNK,UNKNOWN,,[],CA,JOHN WHEELING
NONE,"['S0IA00028', 'S2SD00068', 'S2UT00104', 'S4AK00099', 'S4LA00057', 'S4NC00089', 'S4OK00174', 'S4SC00083', 'S6GA00119', 'S6PA00100', 'S8ID00027', 'S8KY00118']",C00461152,N,PAC - Nonqualified,[2010],J,Joint fundraising committee,T,2009-04-27,2009-04-27,2009-05-08,2009-11-03,2009 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,KEITH A DAVIS
ALLEGHENY COUNTY DEMOCRATIC PARTY/PA ST DEM PTY,[],C00480699,X,Party - Nonqualified,[2010],U,Unauthorized,T,2010-04-06,2010-04-06,2010-06-07,2010-08-18,2010 ACDC PRIMARY CAMPAIGN COMMITTEE,,,DEM,DEMOCRATIC PARTY,,[],PA,JOHN R MORGAN
IN REP ST CMTE,['S0IN00053'],C00487223,N,PAC - Nonqualified,"[2010, 2012]",J,Joint fundraising committee,T,2010-08-02,2010-08-02,2010-08-02,2011-02-18,2010 INDIANA REPUBLICAN SENATE VICTORY COMMITTEE; THE,,,,,,[],IN,CARL J MCCLANAHAN
MARTIN OBST/NRCC/IN REP ST CMTE,[],C00489757,N,PAC - Nonqualified,"[2010, 2012, 2014]",J,Joint fundraising committee,A,2010-10-01,2010-10-01,2010-10-01,2013-12-04,2010 INDIANA REPUBLICAN VICTORY FUND,,,,,,[],IN,JASON SONDHI
NONE,[],C00490003,O,Super PAC (Independent Expenditure-Only),"[2010, 2012]",U,Unauthorized,T,2010-10-06,2010-10-06,2010-10-06,2011-08-18,2010 LEADERSHIP COUNCIL,,,,,,[],KY,ANDREW HORNE
,"['S0KY00123', 'S6MO00297']",C00486951,S,Senate,[2010],J,Joint fundraising committee,T,2010-08-02,2010-08-02,2010-08-02,2010-12-02,2010 SENATE VICTORY,,,,,,[],DC,JUDITH ZAMORE
,"['S0CA00330', 'S0CO00237', 'S0DE00068', 'S0FL00338', 'S0IL00261', 'S0MO00183', 'S0NH00235', 'S0WA00357', 'S0WI00197']",C00488890,S,Senate,[2010],J,Joint fundraising committee,T,2010-09-08,2010-09-08,2010-09-24,2011-01-03,2010 SENATE VICTORY COMMITTEE,,,,,,[],VA,LISA LISKER
,"['S0DE00068', 'S0IA00028', 'S0IN00053', 'S0MO00183', 'S0ND00093', 'S2SD00068', 'S2UT00104', 'S4LA00057', 'S4NC00089', 'S4OK00174', 'S4PA00121', 'S6AZ00019', 'S6GA00119', 'S8ID00027']",C00481713,S,Senate,[2010],J,Joint fundraising committee,T,2010-04-22,2010-04-22,2010-06-10,2010-11-16,2010 SENATORS' CLASSIC COMMITTEE,,,,,,[],VA,KEITH A DAVIS
NONE,[],C00480160,N,PAC - Nonqualified,"[2010, 2012]",U,Unauthorized,T,2010-04-05,2010-04-05,2010-04-26,2011-03-29,2010 TEA PARTY USA POLITICAL ACTION COMMITTEE,,,,,,[],ND,DUSTIN GAWRYLOW
,"['S2WA00189', 'S6MO00297', 'S8AR00112']",C00487538,S,Senate,"[2010, 2012]",J,Joint fundraising committee,T,2010-08-12,2010-08-12,2010-08-12,2011-02-10,2010 WOMEN'S SENATE FUND,,,,,,[],DC,JUDITH ZAMORE
,"['S0MA00109', 'S2NV00183', 'S4IN00014', 'S4ME00055', 'S6TN00216', 'S6UT00063', 'S6WY00068', 'S8MS00196']",C00495390,S,Senate,[2012],J,Joint fundraising committee,T,2011-04-15,2011-04-15,2011-05-10,2011-10-31,2011 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,KEITH A DAVIS
NEW UNITY PARTY NATIONAL COMMITTEE,[],C00298174,X,Party - Nonqualified,"[1994, 1996, 1998]",U,Unauthorized,A,1994-09-15,1994-09-15,1994-09-15,1997-03-19,2012,,,UNK,UNKNOWN,,[],KY,ROBERT A SPEARS
PENNSYLVANIA DEMOCRATIC PARTY,[],C00518332,X,Party - Nonqualified,[2012],U,Unauthorized,T,2012-04-05,2012-04-05,2012-04-05,2012-08-03,2012 ACDC FEDERAL CAMPAIGN COMMITTEE,,,,,,[],PA,GRANT A GITTLEN
ALLEGHENY COUNTY DEMOCRATIC COMMITTEE,[],C00516492,X,Party - Nonqualified,[2012],U,Unauthorized,T,2012-03-21,2012-03-21,2012-03-21,2012-04-11,2012 ACDC PRIMARY CAMPAIGN COMMITTEE,,,,,,[],PA,PATRICK S HEALY
DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE,[],C00500405,X,Party - Nonqualified,"[2012, 2014, 2016]",U,Unauthorized,T,2011-08-10,2011-08-10,2012-11-09,2016-05-06,2012 DEMOCRATIC NATIONAL CONVENTION COMMITTEE INC,H,,DEM,DEMOCRATIC PARTY,,[],DC,"TOBIAS, ANDREW"
NONE,[],C00456020,O,Super PAC (Independent Expenditure-Only),"[2008, 2010, 2012]",B,Lobbyist/Registrant PAC,A,2008-10-20,2008-10-20,2012-01-28,2012-03-07,2012 DEMOCRATIC PRESIDENTIAL CONVENTION FUND SUPER PAC,,,,,,[],FL,"LAROSE, JOSUE"
,[],C00457317,U,Single Candidate Independent Expenditure,"[2008, 2010]",U,Unauthorized,T,2008-11-20,2008-11-20,2010-12-20,2011-02-08,2012 DRAFT SARAH COMMITTEE,,,,,,[],FL,RANDAL L HIGHSMITH
NONE,"['H6OH04082', 'H8OH05036']",C00528091,H,House,[2012],J,Joint fundraising committee,T,2012-08-29,2012-08-29,2012-08-29,2012-11-29,2012 JORDAN-LATTA-VICTORY COMMITTEE,,,,,,[],OH,NATALIE BAUR
NEW YORK DEM STATE CMTE,['H6NY25125'],C00532879,N,PAC - Nonqualified,"[2012, 2014, 2016, 2018, 2020, 2022, 2024]",J,Joint fundraising committee,Q,2012-10-22,2012-10-22,2012-10-22,2024-07-06,2012 NEW YORK VICTORY FUND,,,,,,[],DC,JANICA KYRIACOPOULOS
NONE,[],C00456574,O,Super PAC (Independent Expenditure-Only),"[2008, 2010, 2012]",B,Lobbyist/Registrant PAC,A,2008-10-23,2008-10-23,2012-01-28,2012-03-07,2012 REPUBLICAN PRESIDENTIAL CONVENTION FUND SUPER PAC,,,,,,[],FL,"LAROSE, JOSUE"
,"['S2NV00209', 'S2VA00142', 'S6MT00162', 'S6OH00163']",C00499921,S,Senate,[2012],J,Joint fundraising committee,T,2011-08-01,2011-08-01,2012-01-24,2012-07-26,2012 SENATE VICTORY,,,,,,[],DC,JUDITH ZAMORE
,"['S2ND00073', 'S2NE00094', 'S2NV00183', 'S8VA00214']",C00522771,S,Senate,"[2012, 2014]",J,Joint fundraising committee,T,2012-06-04,2012-06-04,2012-06-04,2013-02-26,2012 SENATE WIN,,,,,,[],VA,LISA LISKER
,"['S0MA00109', 'S2ND00073', 'S6WY00068', 'S8VA00214']",C00518597,S,Senate,[2012],J,Joint fundraising committee,T,2012-04-05,2012-04-05,2012-06-11,2012-11-29,2012 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,KEITH A DAVIS
NONE,[],C00483586,X,Party - Nonqualified,"[2010, 2012, 2014, 2016]",U,Unauthorized,T,2010-05-19,2010-05-19,2012-10-12,2015-01-06,2012 TAMPA BAY HOST COMMITTEE INC,H,,REP,REPUBLICAN PARTY,,[],FL,"WATSON, PAUL"
,"['S0SC00149', 'S2KY00012', 'S2TN00058', 'S2TX00106', 'S4OK00083', 'S4SC00240', 'S6AL00195', 'S6KS00080', 'S6ME00159', 'S6WY00126', 'S8ID00092', 'S8MS00055']",C00543637,S,Senate,[2014],J,Joint fundraising committee,T,2013-04-12,2013-04-12,2013-04-12,2013-10-29,2013 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,KEITH A DAVIS
,"['S0SC00149', 'S2KY00012', 'S2MT00096', 'S2TN00058', 'S2TX00106', 'S4AR00103', 'S4CO00395', 'S4MI00363', 'S4NH00120', 'S4OK00083', 'S4SC00240', 'S4SD00049', 'S4VA00155', 'S4WV00159', 'S6AL00195', 'S6KS00080', 'S6WY00126', 'S8ID00092', 'S8MS00055']",C00561845,S,Senate,[2014],J,Joint fundraising committee,T,2014-04-15,2014-04-15,2014-04-15,2014-11-18,2014 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,KEITH A DAVIS
,"['S0AR00150', 'S0IA00028', 'S0IL00261', 'S0KS00091', 'S0MO00183', 'S0ND00093', 'S0NH00235', 'S0OH00133', 'S0UT00165', 'S0WI00197', 'S2SD00068', 'S4AK00099', 'S4NC00089', 'S4OK00232', 'S4PA00121', 'S4SC00240', 'S6AZ00019', 'S6GA00119', 'S8ID00027']",C00576280,S,Senate,[2016],J,Joint fundraising committee,T,2015-04-15,2015-04-15,2015-05-08,2015-10-29,2015 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,KEITH A DAVIS
NONE,"['H0IL11052', 'H0NC02059', 'H2FL25018', 'H4FL13101', 'H4WA05077', 'H8MN03077']",C00572131,H,House,[2016],J,Joint fundraising committee,T,2015-01-28,2015-01-28,2015-05-26,2015-07-14,2015 SXSW GOP COMMITTEE,,,,,,[],GA,"KILGORE, PAUL"
NONE,"['H2IN05082', 'S6IN00191']",C00624759,N,PAC - Nonqualified,[2016],J,Joint fundraising committee,T,2016-08-24,2016-08-24,2016-08-24,2016-12-29,2016 BROOKS AND YOUNG HOOSIER REPUBLICAN VICTORY COMMITTEE,,,,,,[],DC,THOMAS F MAXWELL III
NONE,"['S6FL00319', 'S6IL00292', 'S6MO00362', 'S6NV00200']",C00616979,S,Senate,[2016],J,Joint fundraising committee,T,2016-05-10,2016-05-10,2016-05-10,2016-12-19,2016 SENATE IMPACT,,,,,,[],DC,JUDITH ZAMORE
NONE,[],C00619999,N,PAC - Nonqualified,"[2016, 2018]",J,Joint fundraising committee,T,2016-06-15,2016-06-15,2016-06-15,2017-02-02,2016 SENATE MAJORITY COMMITTEE,,,,,,[],NV,"PHILLIPS, RYAN"
,"['S0AR00150', 'S0MO00183', 'S4NC00089', 'S8ID00027']",C00614529,S,Senate,[2016],J,Joint fundraising committee,T,2016-04-06,2016-04-06,2016-04-06,2016-10-28,2016 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,KEITH A DAVIS
UTAH STATE DEMOCRATIC COMMITTEE,[],C00619536,N,PAC - Nonqualified,[2016],J,Joint fundraising committee,T,2016-06-09,2016-06-09,2016-06-09,2016-12-09,2016 UTAH VICTORY FUND,,,,,,[],UT,"CORROON, PETER"
NONE,"['S2AZ00141', 'S2NE00094', 'S6TN00216', 'S6WY00068']",C00637181,S,Senate,[2018],J,Joint fundraising committee,T,2017-04-03,2017-04-03,2017-04-03,2017-10-27,2017 SENATORS CLASSIC COMMITTEE,,,,,,[],VA,KEITH A DAVIS
NONE,[],C00664615,H,House,"[2018, 2020]",J,Joint fundraising committee,T,2018-01-03,2018-01-03,2018-01-03,2019-02-04,2018 FRONTLINE WOMEN TAKE BACK THE HOUSE,,,,,,[],NY,"MENDEZ NEIRA, MELISSA"
NONE,[],C00682765,N,PAC - Nonqualified,[2018],J,Joint fundraising committee,T,2018-07-12,2018-07-12,2018-08-29,2018-10-18,2018 HOUSE VICTORY FUND,,,,,,[],DC,"FINES, CAROLINE"
NONE,[],C00677534,N,PAC - Nonqualified,[2018],J,Joint fundraising committee,T,2018-04-27,2018-04-27,2018-05-03,2018-07-23,2018 MAJORITY MAKERS FUND,,,,,,[],DC,HOLLY GIARRAPUTO
NONE,[],C00668251,N,PAC - Nonqualified,"[2018, 2020]",J,Joint fundraising committee,T,2018-02-01,2018-02-01,2018-02-01,2020-12-18,2018 MINNESOTA SENATORS VICTORY COMMITTEE,,,,,,[],MN,"GROEN, REBECCA"
