active_through,candidate_id,candidate_inactive,candidate_status,cycles,district,district_number,election_districts,election_years,federal_funds_flag,first_file_date,has_raised_funds,inactive_election_years,incumbent_challenge,incumbent_challenge_full,last_f2_date,last_file_date,load_date,name,office,office_full,party,party_full,state
2024,H4CA32145,False,N,[2024],32,32.0,['32'],[2024],False,2023-12-01,False,,C,Challenger,2023-12-01,2023-12-01,2023-12-26T20:59:36,"AHUJA, CHRISTOPHER",H,House,DEM,DEMOCRATIC PARTY,CA
2020,H0CA35138,False,N,[2020],35,35.0,['35'],[2020],False,2019-09-12,False,,C,Challenger,2019-09-12,2019-09-12,2019-09-18T21:12:14,"AHUMADA, ALFREDO",H,House,DEM,DEMOCRATIC PARTY,CA
2002,H0TX27012,False,P,"[2000, 2002, 2004]",27,27.0,"['27', '27']","[2000, 2002]",False,2000-01-05,True,,C,Challenger,2002-01-30,2002-01-30,2002-10-15T00:00:00,"AHUMADA, PATRICIA M",H,House,REP,REPUBLICAN PARTY,TX
2022,H4NC02127,False,P,"[2014, 2016, 2022, 2024]",04,4.0,"['02', '04']","[2014, 2022]",False,2014-01-31,True,,O,Open seat,2022-01-11,2022-01-11,2023-03-09T10:16:03,"AIKEN, CLAYTON CLAY",H,House,DEM,DEMOCRATIC PARTY,NC
2024,H4DE01084,False,N,[2024],00,0.0,['00'],[2024],False,2023-08-29,False,,O,Open seat,2023-08-29,2023-08-29,2023-08-30T21:02:38,"AIKEN, CURTIS MORRIS MR III",H,House,DEM,DEMOCRATIC PARTY,DE
1982,H2MD04034,False,P,"[1982, 1984]",04,4.0,['04'],[1982],False,1982-10-15,False,,,,1982-11-29,1982-11-29,2002-03-30T00:00:00,"AIKEN, PATRICIA OBRIEN",H,House,DEM,DEMOCRATIC PARTY,MD
1996,H6TX02053,False,N,"[1996, 1998]",02,2.0,['02'],[1996],False,1995-03-15,False,,C,Challenger,1995-03-15,1995-03-15,2002-04-03T00:00:00,"AIKENS, THOMAS ANTHONY SR",H,House,REP,REPUBLICAN PARTY,TX
2014,H4TX28079,False,N,[2014],28,28.0,['28'],[2014],False,,False,,C,Challenger,,,2014-02-09T22:00:46,"AIKENS, WILLIAM",H,House,LIB,LIBERTARIAN PARTY,TX
2022,H2NC01255,False,P,"[2022, 2024]",01,1.0,['01'],[2022],False,2022-03-27,True,,O,Open seat,2022-03-27,2022-03-27,2023-03-09T10:16:03,"AIKEN, WILLIAM",H,House,REP,REPUBLICAN PARTY,NC
2017,H8UT03196,False,C,[2018],03,3.0,['03'],[2017],False,2017-05-30,True,,O,Open seat,2017-05-30,2017-05-30,2017-08-01T20:57:28,"AINGE, TANNER D",H,House,REP,REPUBLICAN PARTY,UT
1978,H8NY06022,False,P,"[1978, 1980]",06,6.0,['06'],[1978],False,1978-07-03,False,,,,1978-07-03,1978-07-03,2002-03-30T00:00:00,"AIN, STUART L.",H,House,REP,REPUBLICAN PARTY,NY
2022,S2CA00963,False,N,"[2022, 2024]",00,0.0,['00'],[2022],False,2021-02-10,False,,C,Challenger,2021-02-10,2021-02-10,2021-12-08T06:50:51,"AINSWORTH, BRIAN KEVIN",S,Senate,REP,REPUBLICAN PARTY,CA
1978,H8CA31031,False,P,"[1978, 1980]",31,31.0,['31'],[1978],False,1977-11-29,True,,,,1977-11-29,1979-06-14,2002-03-30T00:00:00,"AINSWORTH, JON",H,House,DEM,DEMOCRATIC PARTY,CA
2006,H6HI02335,False,N,"[2006, 2008, 2010, 2012, 2014, 2016, 2018]",02,2.0,['02'],[2006],False,,False,,C,Challenger,,,2013-01-08T22:19:59,"AIPOALANI, HANALEI Y",H,House,DEM,DEMOCRATIC PARTY,HI
2016,P60018728,False,N,[2016],00,0.0,['00'],[2016],False,2015-12-27,False,,O,Open seat,2015-12-27,2015-12-27,2016-11-17T06:10:49,"AISHI, AYANO",P,President,W,WRITE-IN,US
1982,H2OR05076,False,N,[1982],05,5.0,['05'],[1982],False,,True,,,,,,2002-03-30T00:00:00,"AITCHISON, GREG",H,House,IND,INDEPENDENT,OR
2014,H6IN10174,False,N,"[1996, 2012, 2014]",07,7.0,"['10', '07', '07']","[1996, 2012, 2014]",False,2011-11-30,False,,C,Challenger,2011-11-30,2011-11-30,2014-03-10T23:41:29,"AJABU, MMOJA",H,House,DEM,DEMOCRATIC PARTY,IN
2004,H4NJ08063,False,P,"[2004, 2006, 2008, 2010]",08,8.0,['08'],[2004],False,2004-01-23,True,,C,Challenger,2004-01-28,2004-01-28,2005-03-02T00:00:00,"AJJAN, GEORGE CHARLES",H,House,REP,REPUBLICAN PARTY,NJ
2016,P60015666,False,N,[2016],00,0.0,['00'],[2016],False,2015-09-22,False,,O,Open seat,2015-09-22,2015-09-22,2016-11-17T06:10:49,"AKAINU, SAKAZUKI F ADMIRAL",P,President,CRV,CONSERVATIVE PARTY,US
2012,S0HI00084,False,P,"[1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014]",00,0.0,"['00', '00', '00', '00', '00']","[1990, 1994, 2000, 2006, 2012]",False,1990-05-08,True,[2012],C,Challenger,2007-01-23,2007-03-15,2013-04-26T09:04:30,"AKAKA, DANIEL KAHIKINA",S,Senate,DEM,DEMOCRATIC PARTY,HI
1988,H6HI02046,False,P,"[1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992]",02,2.0,"['02', '02', '02', '02', '02', '02', '02']","[1976, 1978, 1980, 1982, 1984, 1986, 1988]",False,1976-05-25,True,,C,Challenger,1988-05-26,1988-05-26,2002-03-30T00:00:00,"AKAKA, DANIEL KAHIKINA",H,House,DEM,DEMOCRATIC PARTY,HI
2022,H0HI02213,False,P,"[2020, 2022, 2024]",02,2.0,"['02', '02']","[2020, 2022]",False,2020-03-16,True,,C,Challenger,2020-03-16,2022-07-28,2023-03-09T10:16:03,"AKANA, JOSEPH",H,House,REP,REPUBLICAN PARTY,HI
1998,S8SD00065,False,P,"[1998, 2000, 2002, 2004]",00,0.0,['00'],[1998],False,1997-06-03,True,,C,Challenger,1997-06-03,1997-06-03,2002-04-12T00:00:00,"AKER, ALAN",S,Senate,REP,REPUBLICAN PARTY,SD
2000,H0TX19035,False,N,[2000],19,19.0,['19'],[2000],False,,False,,C,Challenger,,,2002-04-07T00:00:00,"AKER, DEBORAH",H,House,NLP,NATURAL LAW PARTY,TX
2024,P40016487,False,N,[2024],00,0.0,['00'],[2024],False,2023-11-24,False,,C,Challenger,2023-11-24,2023-12-13,2023-11-27T21:01:28,"AKERS, BIKERBOB MR.",P,President,IND,INDEPENDENT,US
2024,P40018673,False,N,[2024],00,0.0,['00'],[2024],False,2024-01-12,False,,C,Challenger,2024-01-12,2024-01-30,2024-01-22T20:58:30,"AKERS, BIKERBOB MR.",P,President,IND,INDEPENDENT,US
2010,S0WA00308,False,P,"[2010, 2012]",00,0.0,['00'],[2010],False,2010-02-05,True,,C,Challenger,2010-02-05,2010-02-05,2011-06-21T09:19:11,"AKERS, PAUL",S,Senate,REP,REPUBLICAN PARTY,WA
2020,P00016931,False,N,"[2020, 2022, 2024]",00,0.0,['00'],[2020],False,2020-07-31,False,,C,Challenger,2020-07-31,2020-08-11,2021-12-08T06:50:50,"AKERS, ROBERT GALE MR.",P,President,W,WRITE-IN,US
1994,S4MD00145,False,N,[1994],00,0.0,['00'],[1994],False,,False,,C,Challenger,,,2002-03-30T00:00:00,"AKERS, WILLIAM ATTERBERRY",S,Senate,IND,INDEPENDENT,MD
1984,H4OH14029,False,N,[1984],14,14.0,['14'],[1984],False,,False,,,,,,2002-03-30T00:00:00,"AKERS, W T BOB JR",H,House,REP,REPUBLICAN PARTY,OH
2012,H2CA02134,False,C,[2012],02,2.0,['02'],[2012],False,2011-10-11,True,,O,Open seat,2011-10-11,2011-10-11,2012-02-07T21:37:26,"AKHLAGHI, BANAFSHEH",H,House,DEM,DEMOCRATIC PARTY,CA
2025,P60024049,False,N,[2024],00,0.0,['00'],[2025],False,2024-05-28,False,,,,2024-05-28,2024-06-18,2024-05-29T21:02:17,"AKHLAGHY, AMIRHOSSEIN MR",P,President,NPA,NO PARTY AFFILIATION,US
2022,H2NY05118,False,N,[2022],05,5.0,['05'],[2022],False,2021-05-31,False,,C,Challenger,2023-06-19,2023-06-19,2023-06-20T21:06:51,"AKHLAGHY, NADER",H,House,UN,UNAFFILIATED,NY
2024,P40007304,False,N,"[2022, 2024]",00,0.0,"['00', '00']","[2023, 2024]",False,2022-01-29,False,,C,Challenger,2024-04-01,2024-04-01,2024-04-01T21:00:10,"AKHLAGHY, NADER DR",P,President,REP,REPUBLICAN PARTY,US
2025,P40019226,False,N,[2024],00,0.0,['00'],[2025],False,2024-02-20,False,,,,2024-03-26,2024-03-26,2024-03-27T21:00:57,"AKHLAGHY, NADER DR",P,President,REP,REPUBLICAN PARTY,US
2024,S4MA00317,False,N,[2024],00,0.0,['00'],[2024],False,2023-07-22,False,,C,Challenger,2023-07-22,2023-07-22,2023-08-18T21:04:10,"AKIBA, ZAKHAI",S,Senate,REP,REPUBLICAN PARTY,MA
1992,H2CA00062,False,C,[1992],50,50.0,['50'],[1992],False,1991-11-26,True,,O,Open seat,1991-12-26,1991-12-26,2002-03-30T00:00:00,"AKILI, GREGORY THOMAS",H,House,DEM,DEMOCRATIC PARTY,CA
2020,H0NY11102,False,P,"[2020, 2022, 2024]",11,11.0,['11'],[2020],False,2020-07-07,True,,C,Challenger,2020-07-07,2020-07-07,2021-03-29T15:22:09,"AKINDUDE, KEMI",H,House,W,WRITE-IN,NY
2002,H2WY00109,False,P,"[2002, 2004]",01,1.0,['00'],[2002],False,2002-05-15,True,,C,Challenger,2002-05-15,2002-05-15,2002-08-16T00:00:00,"AKIN, GARY",H,House,DEM,DEMOCRATIC PARTY,WY
2006,H4CA44140,False,N,"[2004, 2006]",44,44.0,"['44', '44']","[2004, 2006]",False,,False,,C,Challenger,,,2006-03-30T00:00:00,"AKIN, KEVIN",H,House,PAF,PEACE AND FREEDOM,CA
1996,H4CA35023,False,N,"[1984, 1996]",43,43.0,"['35', '43']","[1984, 1996]",False,,False,,C,Challenger,,,2002-04-02T00:00:00,"AKIN, KEVIN",H,House,PAF,PEACE AND FREEDOM,CA
2018,H8GA13043,False,N,[2018],13,13.0,['13'],[2018],False,,False,,C,Challenger,,,2018-04-13T21:15:47,"AKINKUGBE, FEMI",H,House,REP,REPUBLICAN PARTY,GA
1992,H2CA40043,False,N,[1992],40,40.0,['40'],[1992],False,,False,,C,Challenger,,,2002-03-30T00:00:00,"AKIN, MARGIE",H,House,PAF,PEACE AND FREEDOM,CA
1986,H6GA01018,False,N,[1986],01,1.0,['01'],[1986],False,1986-01-03,False,,C,Challenger,1986-06-24,1986-06-24,2002-03-30T00:00:00,"AKINS, BOBBY RAY SR",H,House,REP,REPUBLICAN PARTY,GA
1986,H6TX21046,False,P,"[1976, 1986, 1988, 1990]",21,21.0,"['21', '21']","[1976, 1986]",False,1977-02-07,True,,C,Challenger,1986-02-10,1986-02-10,2002-03-30T00:00:00,"AKINS, G THANE",H,House,REP,REPUBLICAN PARTY,TX
2018,H8FL17038,False,P,"[2018, 2020]",17,17.0,['17'],[2018],False,2017-10-19,True,,O,Open seat,2017-10-19,2017-10-19,2019-03-27T16:02:41,"AKINS, WILLIAM ALAN",H,House,REP,REPUBLICAN PARTY,FL
2012,H2TN07186,False,N,[2012],07,7.0,['07'],[2012],False,,False,,C,Challenger,,,2012-05-22T21:53:21,"AKIN, WILLIAM RYAN",H,House,IND,INDEPENDENT,TN
2012,H0MO02148,False,P,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016]",02,2.0,"['02', '02', '02', '02', '02', '02', '02']","[2000, 2002, 2004, 2006, 2008, 2010, 2012]",False,1999-03-05,True,[2012],C,Challenger,2008-12-14,2011-04-13,2013-04-26T09:04:30,"AKIN, W TODD",H,House,REP,REPUBLICAN PARTY,MO
2018,S2MO00429,False,C,"[2012, 2014, 2016, 2018]",00,0.0,"['00', '00']","[2012, 2018]",False,2011-05-18,True,,C,Challenger,2012-11-14,2012-11-14,2018-02-17T09:16:20,"AKIN, W TODD",S,Senate,REP,REPUBLICAN PARTY,MO
