all_day,calendar_category_id,category,description,end_date,event_id,location,start_date,state,summary,url
True,28,EC Periods,"Electioneering communications period begins for the congressional primary elections in Colorado, New York and Utah, and the congressional primary runoff election (if runoff held) in South Carolina. Ends on election day, June 25.",,7641,"CO, NY, SC, UT",2024-05-26,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,28,EC Periods,"Electioneering communications period begins for the Michigan Working Class Party congressional convention. Ends on election day, June 23.",,8039,Michigan,2024-05-24,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,27,Pre and Post-Elections,Iowa Pre-Primary Report due,,7744,Iowa,2024-05-23,,IA Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-iowa/
True,27,Pre and Post-Elections,Montana Pre-Primary Report due,,7760,Montana,2024-05-23,,MT Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-montana/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the Ohio 6th Congressional District special general election. Ends on June 9, 2024.",,7859,Ohio,2024-05-23,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-special-elections-2024/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the congressional primary elections in Maine, Nevada, North Dakota and South Carolina. Ends on June 9.",,7664,"ME, NV, ND, SC",2024-05-23,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,36,Election Dates,Democratic Party presidential caucus held in Idaho,,7627,Idaho,2024-05-23,,ID Caucus - Democratic Party (P),
True,27,Pre and Post-Elections,District of Columbia Pre-Primary Report due,,7735,District of Columbia,2024-05-23,,DC Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-district-of-columbia/
True,27,Pre and Post-Elections,New Mexico Pre-Primary Report due,,7765,New Mexico,2024-05-23,,NM Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-new-mexico/
True,27,Pre and Post-Elections,New Jersey Pre-Primary Report due,,7764,New Jersey,2024-05-23,,NJ Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-new-jersey/
True,27,Pre and Post-Elections,South Dakota Pre-Primary Report due,,7778,South Dakota,2024-05-23,,SD Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-south-dakota/
False,34,Roundtables,The FEC will host a two-part Committee Operations workshop for trade association political action committees (PACs),2024-05-22T16:15:00-04:00,7883,Online via Zoom,2024-05-22T13:00:00-04:00,,Trade Association PAC Webinar - Day 2,https://www.fec.gov/updates/fec-to-host-may-21-22-trade-association-pac-webinar-2024/
False,34,Roundtables,The FEC will host a Basics for Beginners workshop for trade association political action committees (PACs),2024-05-21T15:00:00-04:00,7888,Online via Zoom,2024-05-21T13:00:00-04:00,,Trade Association PAC Webinar - Day 1,https://www.fec.gov/updates/fec-to-host-may-21-22-trade-association-pac-webinar-2024/
True,36,Election Dates,Congressional primary election held in Idaho,,7544,Idaho,2024-05-21,,ID Primary (C),
True,36,Election Dates,Presidential and congressional primary elections held in Oregon,,7546,Oregon,2024-05-21,,OR Primary (P & C),
True,27,Pre and Post-Elections,Puerto Rico Pre-Primary Report due,,7773,Puerto Rico,2024-05-21,,PR Pre-Primary Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-puerto-rico/
True,36,Election Dates,Congressional primary election held in Georgia,,7542,Georgia,2024-05-21,,GA Primary (C),
True,36,Election Dates,Presidential and congressional primary elections held in Kentucky,,7545,Kentucky,2024-05-21,,KY Primary (P & C),
True,36,Election Dates,Special runoff election for California's 20th Congressional District (if necessary),,7866,California,2024-05-21,,CA/20 Special Runoff Election,
True,26,Monthly,May Monthly Report due,,7439,FEC,2024-05-20,,May Monthly Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/2024-monthly-filers/#monthly-schedule
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the presidential caucuses in Guam (Democratic Party) and Virgin Islands (Democratic Party). Ends on June 6.,,7724,"GU, VI",2024-05-20,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-presidential-primaries-2024/
True,36,Election Dates,Republican Party House convention held in Connecticut,,7974,Connecticut,2024-05-20,,CT Convention - Republican Party (H),
True,28,EC Periods,"Electioneering communications period begins for the congressional primary elections in Oklahoma and Virginia, and the congressional primary runoff election (if runoff held) in Georgia. Ends on election day, June 18.",,7640,"GA, OK, VA",2024-05-19,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
False,32,Open Meetings,Public meeting of the Commission,,7496,FEC Hearing Room,2024-05-16T10:00:00-04:00,,Open Meeting,https://www.fec.gov/updates/may-16-2024-open-meeting/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the presidential primary elections in the District of Columbia, Montana, New Jersey, New Mexico and South Dakota. Ends on June 2.",,7723,"DC, MT, NJ, NM, SD",2024-05-16,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-presidential-primaries-2024/
True,39,Executive Sessions,Closed Commission meeting for consideration of enforcement matters and other items required to be kept confidential,,8017,,2024-05-16,,Executive Session,https://www.fec.gov/updates/may-14-2024-executive-session/
True,28,EC Periods,"Electioneering communications period begins for the Michigan Green Party congressional convention. Ends on election day, June 15.",,8002,Michigan,2024-05-16,,EC Period Starts,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/electioneering-communications-periods-congressional-primaries-2024/
True,27,Pre and Post-Elections,Texas Pre-Runoff Report due (if runoff held),,7781,Texas,2024-05-16,,TX Pre-Runoff Report Due,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/prior-notices-2024/election-report-notice-texas/
True,29,IE Periods,"24-Hour Report period of independent expenditures begins for the congressional primary elections in the District of Columbia, Iowa, Montana, New Jersey, New Mexico and South Dakota. Ends on June 2.",,7663,"DC, IA, MT, NJ, NM, SD",2024-05-16,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,29,IE Periods,24-Hour Report period of independent expenditures begins for the Puerto Rico congressional primary election. Ends on May 31.,,7662,Puerto Rico,2024-05-14,,24-Hour IE Report Period Begins,https://www.fec.gov/help-candidates-and-committees/dates-and-deadlines/2024-reporting-dates/24-and-48-hour-reports-independent-expenditures-periods-congressional-primaries-2024/
True,36,Election Dates,Presidential and congressional primary elections held in West Virginia,,7541,West Virginia,2024-05-14,,WV Primary (P & C),
True,36,Election Dates,Presidential and congressional primary elections held in Maryland,,7539,Maryland,2024-05-14,,MD Primary (P & C),
